id,category_id,supplier_id,name,sku,price,cost,description,attributes,is_active
148,23,184,Classic Sports Character,CBX-42-00148,322.22,160.09,High quality classic sports character from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Plastic"", ""weight_kg"": 22.01}",True
149,15,117,Smart Apparel Study,FXY-42-00149,78.16,39.62,High quality smart apparel study from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Silver"", ""size"": ""XXL"", ""material"": ""Polyester""}",True
150,27,89,Smart Toys Pass,AFD-42-00150,104.46,46.9,High quality smart toys pass from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 589}",True
151,24,200,Premium Beauty Tend,MCX-42-00151,95.86,62.75,High quality premium beauty tend from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 1241}",True
152,19,79,Premium Home Speak,FXY-42-00152,618.82,293.61,High quality premium home speak from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Glass"", ""weight_kg"": 16.52}",True
153,5,57,Smart Beauty Court,BPC-42-00153,61.91,44.08,High quality smart beauty court from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 324}",True
154,15,122,Smart Apparel Price,FXY-42-00154,106.98,57.65,High quality smart apparel price from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Gray"", ""size"": ""XL"", ""material"": ""Wool""}",True
155,25,95,Smart Beauty Receive,SCX-42-00155,25.35,11.55,High quality smart beauty receive from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 1040}",True
156,12,8,Premium Electronics Much,LCX-42-00156,453.26,258.66,High quality premium electronics much from Volt.,"{""brand"": ""Volt"", ""color"": ""Blue"", ""weight_kg"": 1.95, ""warranty_years"": 2}",True
157,17,110,Premium Apparel Everything,FSX-42-00157,83.74,60.4,High quality premium apparel everything from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Blue"", ""size"": ""XS"", ""material"": ""Metal""}",True
158,27,179,Ultra Toys Computer,AFD-42-00158,38.96,23.01,High quality ultra toys computer from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 1388}",True
159,13,93,Premium Electronics Shake,AHX-42-00159,1183.6,845.54,High quality premium electronics shake from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Red"", ""weight_kg"": 3.07, ""warranty_years"": 2}",True
160,17,111,Pro Apparel Rich,FSX-42-00160,77.05,54.22,High quality pro apparel rich from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Navy"", ""size"": ""XS"", ""material"": ""Wool""}",True
161,15,49,Classic Apparel Guess,FXY-42-00161,53.7,31.15,High quality classic apparel guess from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Silver"", ""size"": ""S"", ""material"": ""Wool""}",True
162,12,126,Ultra Electronics Win,LCX-42-00162,1440.26,635.75,High quality ultra electronics win from Quant.,"{""brand"": ""Quant"", ""color"": ""Blue"", ""weight_kg"": 5.79, ""warranty_years"": 5}",True
163,22,123,Eco Sports Long,ORX-42-00163,242.12,146.91,High quality eco sports long from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Cotton"", ""weight_kg"": 6.47}",True
164,5,127,Smart Beauty Pick,BPC-42-00164,90.89,40.64,High quality smart beauty pick from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 1222}",True
165,5,7,Smart Beauty Performance,BPC-42-00165,29.12,21.05,High quality smart beauty performance from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 1277}",True
166,19,146,Eco Home Authority,FXY-42-00166,29.62,19.31,High quality eco home authority from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Polyester"", ""weight_kg"": 5.81}",True
167,20,98,Deluxe Home Drug,BBX-42-00167,695.83,319.87,High quality deluxe home drug from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Wool"", ""weight_kg"": 19.97}",True
168,27,26,Ultra Toys Human,AFD-42-00168,78.55,45.46,High quality ultra toys human from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 978}",True
169,20,124,Ultra Home Image,BBX-42-00169,69.04,36.76,High quality ultra home image from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Cotton"", ""weight_kg"": 5.46}",True
170,28,178,Smart Automotive Cause,CCX-42-00170,206.89,142.61,High quality smart automotive cause from AutoPro.,"{""brand"": ""AutoPro"", ""weight_g"": 413}",True
171,16,162,Smart Apparel Boy,FXY-42-00171,123.96,87.67,High quality smart apparel boy from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""White"", ""size"": ""XS"", ""material"": ""Glass""}",True
172,22,71,Premium Sports Admit,ORX-42-00172,451.48,265.81,High quality premium sports admit from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Wood"", ""weight_kg"": 9.57}",True
173,2,177,Deluxe Apparel Degree,AXY-42-00173,110.67,53.16,High quality deluxe apparel degree from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Green"", ""size"": ""M"", ""material"": ""Polyester""}",True
174,14,84,Deluxe Electronics Necessary,SHD-42-00174,523.95,350.03,High quality deluxe electronics necessary from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Red"", ""weight_kg"": 4.83, ""warranty_years"": 5}",True
175,9,43,Premium Grocery Trade,GGF-42-00175,2.26,1.49,High quality premium grocery trade from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": true, ""expiration_days"": 202}",True
176,21,77,Classic Sports Where,FGX-42-00176,345.44,176.37,High quality classic sports where from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Wool"", ""weight_kg"": 10.94}",True
177,19,51,Smart Home Mother,FXY-42-00177,220.12,129.35,High quality smart home mother from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Metal"", ""weight_kg"": 24.8}",True
178,13,150,Smart Electronics Return,AHX-42-00178,423.31,251.12,High quality smart electronics return from Quant.,"{""brand"": ""Quant"", ""color"": ""Silver"", ""weight_kg"": 3.02, ""warranty_years"": 5}",True
179,9,50,Pro Grocery Kind,GGF-42-00179,29.73,19.95,High quality pro grocery kind from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": true, ""expiration_days"": 127}",True
180,15,177,Smart Apparel The,FXY-42-00180,190.36,82.83,High quality smart apparel the from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Blue"", ""size"": ""XL"", ""material"": ""Cotton""}",True
181,6,113,Premium Books Citizen,BXY-42-00181,77.45,31.12,High quality premium books citizen from Harper.,"{""brand"": ""Harper"", ""weight_g"": 1015}",True
182,30,172,Ultra Grocery Police,SSX-42-00182,22.9,9.67,High quality ultra grocery police from NatureDrop.,"{""brand"": ""NatureDrop"", ""organic"": true, ""expiration_days"": 321}",True
183,2,193,Smart Apparel Big,AXY-42-00183,83.02,61.81,High quality smart apparel big from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Red"", ""size"": ""XXL"", ""material"": ""Cotton""}",True
184,25,199,Premium Beauty Cost,SCX-42-00184,30.41,17.43,High quality premium beauty cost from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 1395}",True
185,30,155,Smart Grocery Maybe,SSX-42-00185,15.73,6.48,High quality smart grocery maybe from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": true, ""expiration_days"": 355}",True
186,2,110,Ultra Apparel Week,AXY-42-00186,55.46,22.19,High quality ultra apparel week from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Red"", ""size"": ""L"", ""material"": ""Plastic""}",True
187,22,100,Premium Sports Possible,ORX-42-00187,205.7,96.7,High quality premium sports possible from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Polyester"", ""weight_kg"": 13.97}",True
188,24,199,Classic Beauty Plan,MCX-42-00188,86.07,51.99,High quality classic beauty plan from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 513}",True
189,20,42,Premium Home American,BBX-42-00189,371.99,201.39,High quality premium home american from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Wool"", ""weight_kg"": 10.47}",True
190,4,136,Premium Sports Understand,SOX-42-00190,40.83,20.54,High quality premium sports understand from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Metal"", ""weight_kg"": 17.51}",True
191,13,126,Classic Electronics Step,AHX-42-00191,977.59,474.27,High quality classic electronics step from Quant.,"{""brand"": ""Quant"", ""color"": ""Yellow"", ""weight_kg"": 7.18, ""warranty_years"": 1}",True
192,16,27,Deluxe Apparel Night,FXY-42-00192,58.99,31.5,High quality deluxe apparel night from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Gray"", ""size"": ""M"", ""material"": ""Wood""}",True
193,12,109,Classic Electronics Most,LCX-42-00193,1080.59,697.29,High quality classic electronics most from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Red"", ""weight_kg"": 0.83, ""warranty_years"": 3}",True
194,3,115,Classic Home Soldier,HKX-42-00194,746.15,422.91,High quality classic home soldier from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Metal"", ""weight_kg"": 4.98}",True
195,24,140,Eco Beauty Buy,MCX-42-00195,139.89,65.27,High quality eco beauty buy from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 530}",True
196,24,47,Ultra Beauty Better,MCX-42-00196,131.55,62.14,High quality ultra beauty better from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 1316}",True
197,12,84,Premium Electronics Meet,LCX-42-00197,1562.3,690.47,High quality premium electronics meet from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Yellow"", ""weight_kg"": 4.95, ""warranty_years"": 1}",True
198,28,176,Smart Automotive Receive,CCX-42-00198,114.5,58.44,High quality smart automotive receive from MotorMax.,"{""brand"": ""MotorMax"", ""weight_g"": 1055}",True
199,6,157,Smart Books Case,BXY-42-00199,28.18,13.46,High quality smart books case from Harper.,"{""brand"": ""Harper"", ""weight_g"": 160}",True
200,17,114,Smart Apparel Week,FSX-42-00200,100.88,59.45,High quality smart apparel week from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""Green"", ""size"": ""XXL"", ""material"": ""Wool""}",True
201,15,27,Eco Apparel Player,FXY-42-00201,142.67,80.04,High quality eco apparel player from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Black"", ""size"": ""XXL"", ""material"": ""Leather""}",True
202,13,126,Deluxe Electronics Notice,AHX-42-00202,219.48,115.57,High quality deluxe electronics notice from Volt.,"{""brand"": ""Volt"", ""color"": ""Silver"", ""weight_kg"": 4.43, ""warranty_years"": 2}",True
203,9,152,Ultra Grocery Their,GGF-42-00203,48.01,24.97,High quality ultra grocery their from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": false, ""expiration_days"": 117}",True
204,14,139,Pro Electronics Ability,SHD-42-00204,1509.35,796.6,High quality pro electronics ability from Volt.,"{""brand"": ""Volt"", ""color"": ""Yellow"", ""weight_kg"": 1.52, ""warranty_years"": 2}",True
205,19,147,Classic Home Watch,FXY-42-00205,194.42,84.56,High quality classic home watch from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Wood"", ""weight_kg"": 21.48}",True
206,7,26,Pro Toys Writer,TGX-42-00206,98.0,64.53,High quality pro toys writer from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 411}",True
207,14,108,Eco Electronics Stage,SHD-42-00207,286.25,203.99,High quality eco electronics stage from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Pink"", ""weight_kg"": 5.79, ""warranty_years"": 5}",True
208,10,101,Pro Office Products Resource,OPX-42-00208,56.65,33.92,High quality pro office products resource from PaperMate.,"{""brand"": ""PaperMate"", ""weight_g"": 1464}",True
209,6,14,Deluxe Books Range,BXY-42-00209,23.51,11.5,High quality deluxe books range from Penguin.,"{""brand"": ""Penguin"", ""weight_g"": 971}",True
210,24,57,Smart Beauty Lawyer,MCX-42-00210,42.67,22.45,High quality smart beauty lawyer from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 754}",True
211,1,107,Smart Electronics Nearly,EXY-42-00211,260.05,182.97,High quality smart electronics nearly from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Navy"", ""weight_kg"": 4.65, ""warranty_years"": 2}",True
212,25,53,Pro Beauty Kitchen,SCX-42-00212,56.49,35.91,High quality pro beauty kitchen from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 210}",True
213,13,126,Ultra Electronics Hospital,AHX-42-00213,587.32,364.78,High quality ultra electronics hospital from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Blue"", ""weight_kg"": 3.43, ""warranty_years"": 5}",True
214,28,35,Classic Automotive Two,CCX-42-00214,28.34,14.74,High quality classic automotive two from MotorMax.,"{""brand"": ""MotorMax"", ""weight_g"": 1387}",True
215,10,101,Pro Office Products Animal,OPX-42-00215,60.93,32.81,High quality pro office products animal from StapleMax.,"{""brand"": ""StapleMax"", ""weight_g"": 1252}",True
216,17,117,Premium Apparel Save,FSX-42-00216,88.66,41.17,High quality premium apparel save from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Gray"", ""size"": ""XXL"", ""material"": ""Metal""}",True
217,24,159,Pro Beauty Next,MCX-42-00217,113.71,53.86,High quality pro beauty next from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 245}",True
218,3,98,Pro Home Laugh,HKX-42-00218,445.52,182.32,High quality pro home laugh from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Polyester"", ""weight_kg"": 6.93}",True
219,5,15,Classic Beauty Drop,BPC-42-00219,99.95,70.96,High quality classic beauty drop from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 556}",True
220,24,53,Smart Beauty Writer,MCX-42-00220,69.26,30.77,High quality smart beauty writer from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 108}",True
221,2,175,Deluxe Apparel Suffer,AXY-42-00221,77.8,56.04,High quality deluxe apparel suffer from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Yellow"", ""size"": ""XL"", ""material"": ""Metal""}",True
222,18,90,Smart Home Meet,KAX-42-00222,121.07,88.62,High quality smart home meet from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Glass"", ""weight_kg"": 15.96}",True
223,21,160,Smart Sports Strategy,FGX-42-00223,220.31,137.46,High quality smart sports strategy from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Plastic"", ""weight_kg"": 12.3}",True
224,8,35,Classic Automotive Specific,AXY-42-00224,135.35,71.47,High quality classic automotive specific from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 671}",True
225,1,8,Ultra Electronics I,EXY-42-00225,1056.17,702.78,High quality ultra electronics i from Volt.,"{""brand"": ""Volt"", ""color"": ""Red"", ""weight_kg"": 3.81, ""warranty_years"": 1}",True
226,23,123,Premium Sports Hard,CBX-42-00226,473.74,268.6,High quality premium sports hard from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Metal"", ""weight_kg"": 15.13}",True
227,26,21,Smart Toys Perform,BGX-42-00227,70.3,32.76,High quality smart toys perform from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 858}",True
228,8,44,Deluxe Automotive Summer,AXY-42-00228,215.91,135.18,High quality deluxe automotive summer from TireSafe.,"{""brand"": ""TireSafe"", ""weight_g"": 501}",True
229,9,10,Deluxe Grocery Site,GGF-42-00229,22.27,10.78,High quality deluxe grocery site from NatureDrop.,"{""brand"": ""NatureDrop"", ""organic"": false, ""expiration_days"": 342}",True
230,24,95,Deluxe Beauty Whatever,MCX-42-00230,122.28,66.58,High quality deluxe beauty whatever from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 423}",True
231,5,53,Pro Beauty Sort,BPC-42-00231,21.0,11.75,High quality pro beauty sort from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 1484}",True
232,20,98,Premium Home Third,BBX-42-00232,162.41,66.07,High quality premium home third from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Wool"", ""weight_kg"": 24.32}",True
233,10,101,Premium Office Products Same,OPX-42-00233,13.38,7.41,High quality premium office products same from OfficePro.,"{""brand"": ""OfficePro"", ""weight_g"": 234}",True
234,5,7,Classic Beauty Parent,BPC-42-00234,76.57,39.79,High quality classic beauty parent from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 810}",True
235,15,177,Deluxe Apparel Billion,FXY-42-00235,160.37,82.68,High quality deluxe apparel billion from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Black"", ""size"": ""M"", ""material"": ""Wood""}",True
236,3,115,Deluxe Home Large,HKX-42-00236,384.07,179.46,High quality deluxe home large from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Wood"", ""weight_kg"": 20.79}",True
237,4,190,Pro Sports Center,SOX-42-00237,358.77,191.83,High quality pro sports center from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Cotton"", ""weight_kg"": 5.38}",True
238,24,189,Ultra Beauty Environmental,MCX-42-00238,18.62,11.79,High quality ultra beauty environmental from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 846}",True
239,22,91,Eco Sports Me,ORX-42-00239,468.43,213.38,High quality eco sports me from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Polyester"", ""weight_kg"": 6.71}",True
240,21,91,Deluxe Sports Space,FGX-42-00240,103.37,73.46,High quality deluxe sports space from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Polyester"", ""weight_kg"": 6.28}",True
241,14,93,Smart Electronics Early,SHD-42-00241,49.83,33.79,High quality smart electronics early from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Green"", ""weight_kg"": 6.33, ""warranty_years"": 1}",True
242,2,153,Smart Apparel Where,AXY-42-00242,158.86,89.97,High quality smart apparel where from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Blue"", ""size"": ""XS"", ""material"": ""Leather""}",True
243,6,156,Deluxe Books Town,BXY-42-00243,14.58,8.99,High quality deluxe books town from Penguin.,"{""brand"": ""Penguin"", ""weight_g"": 172}",True
244,12,137,Premium Electronics Because,LCX-42-00244,324.76,190.87,High quality premium electronics because from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Yellow"", ""weight_kg"": 1.94, ""warranty_years"": 3}",True
245,26,121,Pro Toys Federal,BGX-42-00245,90.65,36.94,High quality pro toys federal from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 325}",True
246,9,3,Classic Grocery Piece,GGF-42-00246,25.29,13.99,High quality classic grocery piece from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": true, ""expiration_days"": 300}",True
247,6,164,Classic Books Under,BXY-42-00247,33.03,21.68,High quality classic books under from Springer.,"{""brand"": ""Springer"", ""weight_g"": 1185}",True
248,6,22,Deluxe Books Of,BXY-42-00248,46.24,25.77,High quality deluxe books of from OReilly.,"{""brand"": ""OReilly"", ""weight_g"": 1159}",True
